ticker,institutional_pct,insider_pct,short_pct,float_shares_m,num_inst_holders,insider_buys,insider_sells,insider_sentiment,institutional_score,institutional_stage
NEM,80.12,0.23,2.39,1088.91,10,0,0,Neutral,70,Strong Institutional Support
NFLX,79.74,0.52,1.75,4210.25,10,0,0,Neutral,65,Institutional Support
NI,100.2,0.26,2.95,475.68,10,0,0,Neutral,70,Strong Institutional Support
NKE,83.4,1.42,3.94,1170.78,10,0,0,Neutral,65,Institutional Support
NOC,83.87,0.22,1.08,142.32,10,0,0,Neutral,70,Strong Institutional Support
NOW,90.41,0.16,1.77,1035.03,10,0,0,Neutral,70,Strong Institutional Support
NRG,94.72,0.77,2.52,190.65,10,0,0,Neutral,70,Strong Institutional Support
NSC,78.18,0.07,3.13,224.01,10,0,0,Neutral,60,Institutional Support
NTAP,100.17,0.5,9.23,196.94,10,0,0,Neutral,65,Institutional Support
NTRS,87.53,0.73,1.63,186.23,10,0,0,Neutral,70,Strong Institutional Support
NUE,76.81,3.17,2.4,220.82,10,0,0,Neutral,65,Institutional Support
NVDA,69.34,4.33,1.14,23330.43,10,0,0,Neutral,65,Institutional Support
NVR,90.11,5.21,3.56,2.79,10,0,0,Neutral,65,Institutional Support
NWS,48.37,34.01,12.44,496.46,10,0,0,Neutral,40,Institutional Concern
NWSA,107.41,0.07,2.79,496.46,10,0,0,Neutral,70,Strong Institutional Support
NXPI,98.4,0.13,3.53,251.23,10,0,0,Neutral,65,Institutional Support
O,80.21,0.1,6.64,917.93,10,0,0,Neutral,65,Institutional Support
ODFL,80.04,10.23,7.63,192.08,10,0,0,Neutral,65,Institutional Support
OKE,75.05,0.19,3.54,627.43,10,0,0,Neutral,60,Institutional Support
OMC,75.57,0.78,7.82,191.52,10,0,0,Neutral,60,Institutional Support
ON,109.64,0.37,16.83,400.46,10,0,0,Neutral,55,Institutional Support
ORCL,44.86,40.59,1.67,1706.01,10,0,0,Neutral,55,Institutional Support
ORLY,88.55,0.77,1.45,836.35,10,0,0,Neutral,70,Strong Institutional Support
OTIS,91.56,0.11,2.11,388.97,10,0,0,Neutral,70,Strong Institutional Support
OXY,51.41,27.18,5.91,981.66,10,0,0,Neutral,50,Neutral
PANW,84.79,0.89,6.49,690.25,10,0,0,Neutral,65,Institutional Support
PARA,0.0,0.0,0.0,0.0,0,0,0,Unknown,45,Neutral
PAYC,94.96,11.89,5.79,48.41,10,0,0,Neutral,65,Institutional Support
PAYX,81.38,10.43,4.58,321.4,10,0,0,Neutral,65,Institutional Support
PCAR,73.01,1.93,2.95,514.84,10,0,0,Neutral,65,Institutional Support
PCG,98.34,0.18,1.81,2191.89,10,0,0,Neutral,70,Strong Institutional Support
PEG,77.09,0.11,2.04,497.94,10,0,0,Neutral,65,Institutional Support
PEP,79.67,0.18,1.56,1363.8,10,0,0,Neutral,65,Institutional Support
PFE,67.53,0.07,2.45,5675.93,10,0,0,Neutral,65,Institutional Support
PFG,75.61,1.08,2.68,218.32,10,0,0,Neutral,65,Institutional Support
PG,70.12,0.07,0.76,2332.57,10,0,0,Neutral,65,Institutional Support
PGR,88.23,0.24,1.08,584.25,10,0,0,Neutral,70,Strong Institutional Support
PH,89.96,0.16,1.12,125.76,10,0,0,Neutral,70,Strong Institutional Support
PHM,96.24,0.66,5.25,193.26,10,0,0,Neutral,65,Institutional Support
PKG,97.18,1.45,4.63,87.82,10,0,0,Neutral,65,Institutional Support
PLD,97.15,0.28,1.75,925.3,10,0,0,Neutral,70,Strong Institutional Support
PM,82.87,0.15,1.13,1552.68,10,0,0,Neutral,70,Strong Institutional Support
PNC,87.68,0.36,1.86,389.17,10,0,0,Neutral,70,Strong Institutional Support
PNR,97.85,0.76,2.77,162.37,10,0,0,Neutral,70,Strong Institutional Support
PNW,99.06,0.25,6.92,118.94,10,0,0,Neutral,65,Institutional Support
PODD,101.21,0.28,4.5,70.11,10,0,0,Neutral,65,Institutional Support
POOL,96.01,12.58,8.9,32.6,10,0,0,Neutral,65,Institutional Support
PPG,88.76,0.14,2.66,223.92,10,0,0,Neutral,70,Strong Institutional Support
PPL,89.68,0.1,5.67,738.04,10,0,0,Neutral,65,Institutional Support
PRU,62.21,0.17,2.68,348.8,10,0,0,Neutral,65,Institutional Support
PSA,82.29,10.19,2.83,157.4,10,0,0,Neutral,70,Strong Institutional Support
PSX,77.97,0.26,2.11,402.09,10,0,0,Neutral,65,Institutional Support
PTC,102.59,0.31,4.75,119.02,10,0,0,Neutral,65,Institutional Support
PWR,95.17,0.86,3.48,147.63,10,0,0,Neutral,65,Institutional Support
PYPL,80.98,0.15,4.7,933.54,10,0,0,Neutral,65,Institutional Support
QCOM,81.9,0.12,3.22,1068.64,10,0,0,Neutral,65,Institutional Support
QRVO,96.44,1.14,3.02,84.0,10,0,0,Neutral,65,Institutional Support
RCL,89.74,0.26,4.89,258.35,10,0,0,Neutral,65,Institutional Support
REG,101.45,0.7,4.01,163.73,10,0,0,Neutral,65,Institutional Support
REGN,90.41,2.02,2.75,98.52,10,0,0,Neutral,70,Strong Institutional Support
RF,87.22,0.3,8.26,872.85,10,0,0,Neutral,65,Institutional Support
RJF,79.63,10.5,4.29,174.39,10,0,0,Neutral,60,Institutional Support
RL,101.33,3.9,5.24,38.08,10,0,0,Neutral,65,Institutional Support
RMD,65.55,0.51,8.33,145.05,10,0,0,Neutral,60,Institutional Support
ROK,86.44,0.17,2.86,111.91,10,0,0,Neutral,70,Strong Institutional Support
ROL,55.93,38.29,3.16,311.63,10,0,0,Neutral,50,Neutral
ROP,96.77,0.37,1.68,107.09,10,0,0,Neutral,70,Strong Institutional Support
ROST,94.12,2.21,2.22,315.97,10,0,0,Neutral,70,Strong Institutional Support
RSG,96.56,0.12,1.49,308.84,10,0,0,Neutral,70,Strong Institutional Support
RTX,81.58,0.08,0.7,1247.08,10,0,0,Neutral,70,Strong Institutional Support
RVTY,104.17,0.31,7.87,104.01,10,0,0,Neutral,65,Institutional Support
SBAC,101.93,0.72,2.41,105.81,10,0,0,Neutral,70,Strong Institutional Support
SBUX,86.03,0.17,4.15,1134.91,10,0,0,Neutral,65,Institutional Support
SCHW,84.86,6.2,1.13,1672.04,10,0,0,Neutral,70,Strong Institutional Support
SHW,84.35,7.18,1.57,227.98,10,0,0,Neutral,70,Strong Institutional Support
SJM,90.09,2.2,7.77,104.44,10,0,0,Neutral,65,Institutional Support
SLB,85.7,0.19,3.08,1489.44,10,0,0,Neutral,65,Institutional Support
SMCI,55.55,16.46,19.71,497.53,10,0,0,Neutral,40,Institutional Concern
SNA,94.82,2.29,5.46,50.75,10,0,0,Neutral,65,Institutional Support
SNPS,93.75,0.44,2.32,190.28,10,0,0,Neutral,70,Strong Institutional Support
SO,74.12,0.08,2.32,1098.81,10,0,0,Neutral,65,Institutional Support
SOLV,72.49,14.91,2.55,147.36,10,0,0,Neutral,65,Institutional Support
SPG,93.89,1.83,2.16,322.74,10,0,0,Neutral,70,Strong Institutional Support
SPGI,90.47,0.27,1.59,302.12,10,0,0,Neutral,70,Strong Institutional Support
SRE,96.2,0.11,2.1,651.47,10,0,0,Neutral,70,Strong Institutional Support
STE,98.7,0.3,1.6,97.76,10,0,0,Neutral,70,Strong Institutional Support
STLD,81.22,6.43,2.66,136.33,10,0,0,Neutral,70,Strong Institutional Support
STT,96.33,0.43,1.78,264.04,10,0,0,Neutral,70,Strong Institutional Support
STX,94.06,0.31,7.17,212.79,10,0,0,Neutral,65,Institutional Support
STZ,76.4,19.99,5.83,145.13,10,0,0,Neutral,60,Institutional Support
SWK,95.47,0.33,4.76,154.46,10,0,0,Neutral,65,Institutional Support
SWKS,98.97,0.46,11.49,147.82,10,0,0,Neutral,55,Institutional Support
SYF,106.17,0.29,7.06,357.96,10,0,0,Neutral,65,Institutional Support
SYK,81.92,5.36,1.16,345.31,10,0,0,Neutral,70,Strong Institutional Support
SYY,90.0,0.2,3.11,477.5,10,0,0,Neutral,65,Institutional Support
T,67.2,0.08,1.63,7075.48,10,0,0,Neutral,65,Institutional Support
TAP,95.49,12.4,12.36,177.57,10,0,0,Neutral,55,Institutional Support
TDG,99.14,0.38,2.79,56.05,10,0,0,Neutral,70,Strong Institutional Support
TDY,97.04,0.92,2.32,46.46,10,0,0,Neutral,70,Strong Institutional Support
TECH,107.61,0.28,6.9,153.94,10,0,0,Neutral,65,Institutional Support
TEL,91.84,0.11,1.98,293.65,10,0,0,Neutral,70,Strong Institutional Support
TER,107.05,0.2,4.19,156.33,10,0,0,Neutral,65,Institutional Support
TFC,76.4,0.2,2.51,1276.02,10,0,0,Neutral,65,Institutional Support
TFX,108.01,0.33,6.28,41.71,10,0,0,Neutral,65,Institutional Support
TGT,84.95,0.26,4.46,451.5,10,0,0,Neutral,65,Institutional Support
TJX,92.41,0.1,1.22,1107.85,10,0,0,Neutral,70,Strong Institutional Support
TMO,92.93,0.15,1.36,374.8,10,0,0,Neutral,70,Strong Institutional Support
TMUS,41.34,56.47,3.52,531.64,10,0,0,Neutral,50,Neutral
TPR,99.33,0.37,6.66,203.67,10,0,0,Neutral,65,Institutional Support
TRGP,94.29,1.36,2.79,211.34,10,0,0,Neutral,70,Strong Institutional Support
TRMB,100.98,0.26,2.12,236.83,10,0,0,Neutral,70,Strong Institutional Support
TROW,81.71,1.72,11.82,214.04,10,0,0,Neutral,55,Institutional Support
TRV,86.98,0.23,1.74,221.91,10,0,0,Neutral,70,Strong Institutional Support
TSCO,97.45,0.28,6.39,526.52,10,0,0,Neutral,65,Institutional Support
TSLA,49.93,12.56,2.57,2386.01,10,0,0,Neutral,55,Institutional Support
TSN,89.97,1.64,3.47,275.83,10,0,0,Neutral,65,Institutional Support
TT,90.22,0.26,1.51,221.18,10,0,0,Neutral,70,Strong Institutional Support
TTWO,96.73,1.37,4.61,172.44,10,0,0,Neutral,65,Institutional Support
TXN,90.89,0.21,2.4,906.32,10,0,0,Neutral,70,Strong Institutional Support
TXT,88.48,0.59,3.11,175.09,10,0,0,Neutral,65,Institutional Support
TYL,98.87,0.38,4.01,42.82,10,0,0,Neutral,65,Institutional Support
UAL,91.19,0.52,5.43,321.38,10,0,0,Neutral,65,Institutional Support
UBER,85.16,0.45,2.65,2066.71,10,0,0,Neutral,70,Strong Institutional Support
UDR,103.43,0.45,4.28,298.48,10,0,0,Neutral,65,Institutional Support
UHS,98.16,5.7,5.37,52.39,10,0,0,Neutral,65,Institutional Support
ULTA,99.65,0.28,6.2,44.19,10,0,0,Neutral,65,Institutional Support
UNH,83.79,0.81,1.64,898.15,10,0,0,Neutral,70,Strong Institutional Support
UNP,87.07,0.12,4.1,591.96,10,0,0,Neutral,65,Institutional Support
UPS,66.62,0.03,2.05,738.23,10,0,0,Neutral,65,Institutional Support
URI,94.25,0.52,2.94,63.38,10,0,0,Neutral,70,Strong Institutional Support
USB,81.42,0.12,1.4,1550.0,10,0,0,Neutral,70,Strong Institutional Support
V,90.77,0.58,1.47,1747.48,10,0,0,Neutral,70,Strong Institutional Support
VICI,100.4,0.27,3.22,1064.28,10,0,0,Neutral,65,Institutional Support
VLO,85.29,0.56,4.59,303.51,10,0,0,Neutral,65,Institutional Support
VLTO,97.51,0.13,2.13,247.74,10,0,0,Neutral,70,Strong Institutional Support
VMC,95.58,0.16,4.02,131.84,10,0,0,Neutral,65,Institutional Support
VRSK,97.18,0.24,2.66,139.02,10,0,0,Neutral,70,Strong Institutional Support
VRSN,88.32,10.41,3.41,91.87,10,0,0,Neutral,65,Institutional Support
VRTX,97.77,0.13,1.91,252.96,10,0,0,Neutral,70,Strong Institutional Support
VST,92.72,0.71,2.42,316.55,10,0,0,Neutral,70,Strong Institutional Support
VTR,100.29,0.52,4.02,467.62,10,0,0,Neutral,65,Institutional Support
VTRS,86.86,0.28,2.78,1144.18,10,0,0,Unknown,70,Strong Institutional Support
VZ,69.17,0.04,2.8,4210.69,10,0,0,Neutral,65,Institutional Support
WAB,95.92,1.1,1.62,168.95,10,0,0,Neutral,70,Strong Institutional Support
WAT,100.33,0.16,4.98,59.42,10,0,0,Neutral,65,Institutional Support
WBA,0.0,0.0,0.0,0.0,0,0,0,Unknown,45,Neutral
WBD,73.71,5.95,4.83,2344.02,10,0,0,Neutral,60,Institutional Support
WDC,106.68,0.54,10.36,339.49,10,0,0,Neutral,55,Institutional Support
WEC,84.26,0.15,4.67,324.42,10,0,0,Neutral,65,Institutional Support
WELL,98.35,0.05,2.03,685.38,10,0,0,Neutral,70,Strong Institutional Support
WFC,79.16,0.09,1.32,3131.52,10,0,0,Neutral,65,Institutional Support
WM,83.72,0.25,1.11,401.69,10,0,0,Neutral,70,Strong Institutional Support
WMB,88.48,0.45,1.45,1214.23,10,0,0,Neutral,70,Strong Institutional Support
WMT,36.63,45.12,0.71,4367.09,10,0,0,Neutral,55,Institutional Support
WRB,80.7,25.73,8.31,293.66,10,0,0,Neutral,65,Institutional Support
WST,97.8,0.59,3.77,71.46,10,0,0,Neutral,65,Institutional Support
WTW,99.45,0.25,3.56,95.38,10,0,0,Neutral,65,Institutional Support
WY,89.74,0.33,2.92,717.63,10,0,0,Neutral,70,Strong Institutional Support
WYNN,68.28,27.03,5.77,74.19,10,0,0,Neutral,60,Institutional Support
XEL,95.45,0.19,6.24,590.03,10,0,0,Neutral,65,Institutional Support
XOM,66.57,0.09,1.24,4205.74,10,0,0,Neutral,65,Institutional Support
XYL,95.82,0.21,1.71,242.88,10,0,0,Neutral,70,Strong Institutional Support
YUM,86.18,0.15,3.39,276.9,10,0,0,Neutral,65,Institutional Support
ZBH,100.42,0.15,4.5,197.71,10,0,0,Neutral,65,Institutional Support
ZBRA,98.8,0.65,2.4,50.24,10,0,0,Neutral,70,Strong Institutional Support
ZTS,97.69,0.1,2.47,439.83,10,0,0,Neutral,70,Strong Institutional Support
